Round,Type,Variation,Duration,Moves,Order,Score
0,control,A,0:00:09.676061,6,"[1, 6, 2, 5, 3, 4]",0.2
1,verbal,A,0:00:10.930279,6,"[6, 2, 5, 3, 1, 4]",0.0
