Round,Type,Variation,Duration,Moves,Order,Score
0,control,A,0:00:08.038268,6,"[2, 5, 1, 4, 6, 3]",0.0
1,verbal,A,0:00:12.801002,6,"[4, 6, 2, 5, 1, 3]",0.0
2,verbal,B,0:00:08.706620,6,"[2, 4, 1, 5, 3, 6]",0.0
