Round,Type,Variation,Duration,Moves,Order,Score
0,control,A,0:00:17.210727,6,"[1, 5, 3, 6, 4, 2]",0.0
0,control,A,0:00:17.210998,6,"[1, 5, 3, 6, 4, 2, 1, 5, 3, 6, 4, 2]",0.0
